98501	potential optimization for base<->derived pointer casts
98515	[11 Regression] Possible regression causing "is protected within this context" error
98551	[10/11 Regression] ICE in replace_result_decl, at cp/constexpr.c:2150
98604	Passing constexpr by const reference causes excessive memory usage during compilation
98620	SFINAE code in class specialization generates warnings
98626	UBSAN: vec.h:591:30: runtime error: member access within null pointer of type 'struct vec'
98538	[11 Regression] ICE in cp_build_qualified_type_real, at cp/tree.c:1335
98711	internal compiler error on instantiation of c++20 template class with 2 constrained and disabled destructors
98714	[c++14] Nested type with variadic template class argument can't be expanded into using outer variadic types
98745	[11 Regression] ICE: Segmentation fault (in print_mem_ref / c_pretty_printer::primary_expression)
98579	[11 Regression] ICE: in output_constructor_regular_field, at varasm.c:5491 since r11-2720-g91e6226f880b0482
98682	g++ allows goto inside statement expr
98687	[11 Regression] ICE tree check: expected tree that contains ‘decl minimal’ structure, have ‘overload’ in diagnose_name_conflict, at cp/name-lookup.c:2729 since r11-6652-g796ead19f85372e5
98742	[11 Regression] ICE: tree check: expected class 'type', have 'exceptional' (error_mark) in finish_omp_clauses, at cp/semantics.c:7435 since r11-6752-ga6d22fb21c6f1ad7
98625	UBSAN: gcc/cp/module.cc:977:15: runtime error: left shift of negative value -1
98530	[11 Regression] g++.dg/modules/string-1_b.C etc. FAIL
98624	UBSAN: gcc/cp/module.cc:5895:29: runtime error: member call on null pointer of type 'struct module_state'
98659	[11 Regression] ICE tree check: expected tree that contains ‘decl common’ structure, have ‘error_mark’ in maybe_instantiate_noexcept, at cp/pt.c:25445 since r11-6476-gaf362af18f405c34
98545	[11 Regression] ICE in write_expression, at cp/mangle.c:3352
98744	[11 Regression] ICE in gimple_call_arg, at gimple.h:3246 since r11-6735-g424deca72b63e644
98812	Abort trap: 6 on MacOS with homebrew gcc when exceptions are thrown
98805	exception abort on mac os 11 (big sur)
98770	[modules] including certain stdlib headers in the global module fragment of different modules causes conflicting global module declarations
98841	wrong ‘operator=’ should return a reference to ‘*this’ [-Weffc++]
98843	Building simple c++ modules example fails but successful with -save-temps
98919	auto declaration of multiple variables allows inconsistent types
98929	[11 Regression] Internal compiler error on gcc trunk
98570	[8/9/10/11 Regression] ICE: canonical types differ for identical types
98941	[C++23] Implement P0330R2 - Literal Suffixes for ptrdiff_t and size_t
98926	[11 regression] several ICEs after r11-7011
98938	throw calls move constructor
98802	[10 Regression] class template argument deduce guide leads infinite recursive since r10-4719-g9b41ebbcdf9e3328
98972	internal compiler error: Segmentation fault signal terminated program cc1plus
98980	Very slow compilation with -Wduplicated-branches and ubsan
98987	Concept subsumption doesn't work with by-value vs. by-reference parameters
99012	gcc-8.4.0 on aarch64 hits internal error during RTL pass: expand if `std::copysign` is used
98994	[11 Regression] Empty type with [[no_unique_address]] in union with constructor is not a constant expression since r11-6918
98944	[modules] Failed to read compiled module with a non-exported partition.
99030	[11 Regression] ICE in finish_expr_stmt, at cp/semantics.c:776
99016	[9/10/11 Regression] Internal compiler error from decltype of binary operator when one operand is a prvalue function call
99057	Memory leak in cp_parser_selection_statement
99063	[9/10 Regression] ICE in prep_operand, at cp/call.c:5842
98844	Deduction guides don't inhibit the aggregate deduction candidate
99039	cross-module using declarations
99040	[modules] partitions & using declarations
99119	Class Types in Non-Type Template Parameters - ICE with templates nested
98976	[constexpr, coroutines] co_return in a switch statement doesn't make a generic lambda non-constexpr
99050	[modules] ICE in cpp_directive_only_process on include translation
99116	[11 Regression] ICE in set_identifier_type_value_with_scope, at cp/name-lookup.c:4764
99071	[modules] ICE with initializer_list & iostream
99132	[11 Regression] ICE in C++20 mode for constexpr not_null evaluation -- in cxx_eval_indirect_ref, at cp/constexpr.c:4905
99174	[modules] ICE with recursive inclusion of header-unit
99208	[modules] ICE with partitions & instantiations of linkage-typedef structs
99153	[11 Regression] ICE: depset::hash::make_dependency
98707	ICE using std::string in a module partition
99166	[modules] Unable to determine where CMI is being found
99103	Initializer-list constructors in CTAD for vector is still wrong
99213	Suboptimal pretty printing of local class type when type's context contains a class template specialization
99237	[modules] internal compiler error: in write_macro_maps
98951	gcc/cp/call.c: 4 * member functions can be marked const
99294	[modules] tdef-inst-1 fails with -fno-module-lazy
99335	Comma Operator Evaluation Order - C++ 11 and newer
99251	[11 Regression] inconsistent -Wnonnull warning behaviour with dynamic_cast
99344	[modules] import failure with intermediate namespace
98528	[modules] g++.dg/modules/hello-1 FAILs
99366	[11 Regression] Partial specialization with constrained placeholder NTTP is not more specialized
99023	[modules] ICE/SIGSEGV in module_state::write_define
98741	[modules] ICE/SIGSEGV reading compiled module cluster
99072	[modules] Compiling header unit with partial preprocessing (-E -fdirectives-only) twice causes CRC mismatch
99375	Segmentation fault in code compiled with -O1 -ftree-loop-vectorize
99393	Unoptimized tailcall with char and short as parameter (x86)
99389	[modules] bad serialization of data
98718	[modules] use of partitions causes ICE in write_macro_maps
99247	[modules] ICE in write_macro_maps, at cp/module.cc:16154
99287	std::source_location::function_name breaks constexpr
99170	[modules] ICE in get_merge_kind with std::string NSDMI
99365	[11 Regression] ICE on partial specialization with constrained placeholder NTTP
99468	[modules] awkward diagnostic for named-module inside header unit
99459	[11 Regression] Many coroutines regressions on armv7hl-linux-gnueabi
99361	"unused variable" warning on a used variable in template lambda
99423	[modules] ICE tree check: expected tree_vec, have ggc_freed in lookup_template_class_1, at cp/pt.c:9803
99248	[modules] ICE expected binding_vector, have overload in lookup_elaborated_type_1, at cp/name-lookup.c:8013
99240	[modules] ICE in get_merge_kind, at cp/module.cc:10169
99543	ICE module compilation ../../gcc/toplev.c:327
99509	[OpenMP] 'omp declare target' for global variable → "hasn't been marked to be included in the offloaded code"
99528	[modules] ICE with iostream& vector
99481	[modules] ICE tree check: expected template_decl, have function_decl in decl_value, at cp/module.cc:7938
99238	[modules] internal compiler error: segmentation fault
99566	designated initialization rejects explicit constructor
99601	[11 regression] g++.dg/modules/iostream-1_b.C on x86_64 with -m32
99603	[11 regression] ICE in libstdc++ tests due to module
99108	ICE in ix86_get_function_versions_dispatcher, at config/i386/i386-features.c:2862
