108262	Spurious [Wignored-attributes] on vector intrinsic types, even in constexpr contexts
108282	[12/13 Regression] Disabled template method using requires-clause still viable through requires-expression
108275	pointer to member field is not checked for accessibility inside a template argument
108302	void fn (uint8_t auto... args); leads to internal compiler error: Segmentation fault
108313	smth strange with libcpp/system.h: abort() redefinition
108319	Problem with std::__cxx11::basic_string<char>
108333	[10/11/12/13/trunk Regression] no_unique_address and direct-non-list-initialization is rejected
108266	[13 Regression] ICE during cxx_eval_constant_expression on IMPLICIT_CONV_EXPR since r13-4564
108361	Assembly code that is never called emitted on x86_64
108364	Construction from prvalue erroneously uses move-constructor
108285	[13 Regression] error: conversion from ‘long double’ to ‘double’ may change value [-Werror=float-conversion] since r13-3291-g16ec267063c8ce60
108437	[13 Regression] ICE in build_min_non_dep_op_overload, at cp/tree.cc:3710
108496	[13 Regression] NRV ICE since r13-4469
108488	segfault with -fmodules-ts and class-scope friend declaration first in uninstantiated template
108513	[13 Regression] Bad initializer-list construction of std::vector
108504	[13 Regression] ICE in cp_lexer_handle_early_pragma, at cp/parser.cc:675
108503	[13 Regression] ICE in get_array_or_vector_nelts, at cp/constexpr.cc:4119
108570	[concept] GCC tries to instantiate additional unneeded operator.
108586	Using std::array instead of a plain array results in different (worse?) code in array zero initialization
108587	`decltype(x) x;` in struct declaration causes "changes meaning of" error
108479	ICE in type_memfn_rqual, at cp/typeck.cc:10994
108597	[11/12/13 Regression] internal compiler error with -Wduplicated-cond
108559	[13 Regression] A new crash with using a simple class, inheritance and a function
108627	A new crash with using a simple class, inheritance and a function (version 2)
108613	[12/13 Regression] GCC12 internal compiler error on __int128_t in type_traits header
108579	[13 Regression] Requires-expression that checks constructor on non-template constructor of template class got rejected
108676	template parameters are misprinted in function signature
108683	Move Occurs when initializing an aggregate base
108576	False positive for -Werror=return-type
108646	nonnull attribute does not detect variables that are NULL being passed
108525	[13 Regression] ICE in write_method_parms with static on lambda with ... argument
108717	Greek letters not accepted as part of identifier in user-defined literal operators without a space
108698	[13 Regression] decltype ((T() + ‘excess_precision_expr’ not supported by dump_expr<expression error>)) median(ndarray<T>) [with T = double]’: since r13-3290-g98e341130f87984a
108286	[12 Regression] OpenMP Target directive causes internal compiler error
108755	ICE in use_thunk at cp/method.cc:317
108829	[12 Regression] internal compiler error: in is_capture_proxy, at cp/lambda.cc:272
108897	Comparing pointer to field in rvalue class is not considered constant expression
108913	GCC 12.1.0 h8300 ICE building libstdc++
108966	Inheriting consteval constructor makes it constexpr in the derived class
108606	[13 Regression] ICE in potential_constant_expression_1 with friend function declaration inside a local class of a generic/templated lambda
109001	“no declaration matches” for complicated non-type template parameters
108702	[13 Regression] ICE in get_partitioning_class, at symtab.cc:2096 since r13-4161-g32d16fe9d7e347bc
108550	[10/11/12 Regression] the type 'const auto' of 'constexpr' variable is not literal
109042	[13 Regression] ICE in emit_support_tinfo_1, at cp/rtti.cc:1584
108526	[13 Regression] ICE in start_preparsed_function with static on generic lambdas inside a template
108706	[13 Regression] Indefinite recursion when compiling gcc/testsuite/g++.dg/cpp23/static-operator-call5.C w/ -g
109070	ICE in class template member function overloads distinguished by non-functionally-equivalent constraints and return type
108971	[13 Regression] ICE in tree_profiling, at tree-profile.cc:724
108542	[13 Regression] ICE in instantiate_type, at cp/class.cc:8833
108972	[13 Regression] ICE: tree check: expected tree that contains 'decl common' structure, have 'error_mark' in compare_lambda_template_head, at cp/lambda.cc:1551 since r13-3601-g2b0e81d5cc2f7e1d
109168	bogus error: 'X' is not a valid template argument of type 'Y' because 'X' is not a variable
109172	[10/11/12/13 Regression] g++ calls a private destructor with the keyword throw after the try-block
109185	ICE in get_partitioning_class, at symtab.cc:2096
109204	Compiler emits unknows assembly instruction with -O3 level
109039	[12 Regression] Miscompilation with no_unique_address and bitfields
109222	Confusing error for declaring an enum class with unknown type
109235	nodiscard attribute on class not copied to the constructors
109177	Call to C++ function marked unavailable gets diagnosed twice
109295	deducing brace-enclosed initializer list using import <initializer_list> fails to compile
109291	type alias template rejects pack
109309	Untranslated text in diagnostic
109320	[13 Regression] ICE in coerce_template_parameter_pack, at cp/pt.cc:8795
109321	[13 Regression] ICE in iterative_hash_template_arg, at cp/pt.cc:1727
108887	[13 Regression] ICE in process_function_and_variable_attributes since r13-3601
109307	[13 Regression] constructors fails typecheck on initializer list assignment
109338	`S<a_concept<int> auto>` isn't valid C++20
109337	c++2a test concepts4.C passes when it should fail
109382	Error inside virtual function of class template does not show point of instantiation/use, only shows where the function is defined.
109300	[13 Regression] ICE in cp_finish_decl, at cp/decl.cc:8279 since r13-6380-gd3d205ab44088616
109397	[concepts] Unexpected "satisfaction of atomic constraint ... depends on itself"
109421	Compilation takes a long time for struct that contains a large default-initialized array
109425	mismatched argument pack lengths while expanding
109459	static_assert with operator""s causes internal compiler error
109468	assign to default with three way comparison causes internal compiler error
109277	[13 Regression] type_traits:1417:30: error: invalid use of incomplete type ‘class v8::internal::WasmArray’
109420	[13 Regression] lookup of 'struct T::X' at instantiation time does not ignore non-type bindings of 'X' since r13-6098-g46711ff8e60d64
109523	List-initializing constructor of std::vector is selected erroneously
109514	[13 regression] -Werror=dangling-pointer false positive on fheroes-1.0.3 (lambdas)
109538	Spurious -Werror=dangling-reference false positive
109319	[12 Regression] ICE in build_min_non_dep_op_overload, at cp/tree.cc:3793 since r12-5510
109357	[12 Regression] internal compiler error in cp/constexpr.cc:1685
109556	[13/14 Regression] internal compiler error: in iterative_hash_template_arg, at cp/pt.cc:1927
109630	internal compiler error: in final_scan_insn_1, at final.c:3078 6480 | }, to attach another half /tmp/ccdNSTWA.out
109278	a note without a warning
109633	segfault using cout after set with simple prog from cppreference.com
109531	[13/14 Regression] Checking ICE with hash table checking failed: equal operator returns true for a pair of values with a different hash value since r13-3292-gc2565a31c1622a
109669	Internal Compiler Error when zero-initializing std::array
109159	[10/11/12 Regression] explicit constructor is used in copy-initialization
109663	False positive? Converting from initializer list would use explicit constructor
108607	[12 Regression] ICE in potential_constant_expression_1, at cp/constexpr.cc:10003
109649	[13/14 Regression] GCC accepts invalid inaccessible friend declaration of member function
108365	[10 Regression] Wrong code with -O0
108474	static structured binding undefined reference
109096	__has_unique_object_representations does not account for unnamed bitfield
109164	wrong code with thread_local reference, loops and -ftree-pre
109724	[10 regression] Huge memory usage when building qtwebengine's SkOpAngle.cpp since r10-11201-g051f78a5c1d699
109731	g++ evaluates delete expressions more than once
109730	[12/13/14 regression] ICE in contains_struct_check since r12-9441-g94569d91bd4c60
109723	[14 regression] ICE in instantiate_decl, at cp/pt.cc:27066 when building opencv-4.7.0 since r14-283-g95d4c0d2e6318a
109658	[14 Regression] ICE when building aria2-1.36.0 (internal compiler error: in instantiate_decl, at cp/pt.cc:27095) since r14-283-g95d4c0d2e6318a
109645	[14 Regression] ICE in instantiate_decl, at cp/pt.cc:27097 since r14-283-g95d4c0d2e6318a
109757	Conversion from lvalue to rvalue without error
109782	erroneous error "'auto' parameter not permitted in this context" for generic lambda in tparam list
109785	ICE in begin_maybe_infinite_loop
109160	[Valid code] Constraint on deduced NTTP from method call causes ICE/Segfault.
108303	lookup fails with requires clause on non-template friend function of a class template
109803	[12 Regression] ICE with type defined in lambda inside generic lambda inside function template
