88661	No brace ellision performed when aggregate is initialized inside of struct
88672	friend class template declaration in a class template is ignored
88741	[9 Regression] Spurious "too long" error inside template
88746	structs: internal compiler error: in output_constructor_regular_field, at varasm.c:5030
88744	class non-type template parameters doesn't work with default template parameters
88692	[9 Regression] Spurious "redundant move in return statement"
88816	Constructor calls itself recursively
88832	the layout of .data section of a binary is slightly changed when -g option is enabled.
88830	[9 Regression] ice in maybe_emit_vtables
88825	[7/8/9 Regression] ICE on (invalid) C++11 code: tree check: expected class ‘type’, have ‘exceptional’ (error_mark) in can_do_nrvo_p, at cp/typeck.c:9361
88866	[9 Regression] g++.dg/cpp0x/variadic126.C fails with -std=c++2a
88864	default template arguments not merged across all declarations
88875	[9 regression] initializer_list and explicit ctor
88787	[9 regression] C++ constexpr seems to not get expanded
88757	[9 Regression] GCC wrongly treats dependent name as a type when it should be treated as a value
88984	[9 Regression] ICE in genericize_switch_stmt, at cp/cp-gimplify.c:377
89001	g++ uses wrong mangling for lifetime-extended temporaries
88969	[9 Regression] ICE in build_op_delete_call, at cp/call.c:6509
89068	Nested inline anonymous namespaces are erroneously reported as conflicting
89056	Optimizer generates bad code for non-void function that fails to return a value
88815	[9 Regression] is_constexpr (based on narrowing conversion and expression SFINAE) broken
88865	[[no_unique_address]] leads to sizeof(T) == 0, which cannot be
89160	-Wattributes too eager on C++11 attributes
89191	[9 regression] ICE in reshape_init_r, at cp/decl.c:6172
89083	[9 Regression] ICE in reshape_init_r, at cp/decl.c:6172
89220	Inconsistent behaviour of class template type deduction
89158	[8 Regression] by-value capture of ICE variable isn't an lvalue?
89119	[7 Regression] internal compiler error: in tsubst_copy with RANGE_EXPR
88983	[7 Regression] ICE in label_matches, at cp/constexpr.c:4035
89024	[7 Regression] ICE testing convertibility of incomplete enumeration types
89105	-Wabi warns for functions with internal linkage
88988	[8 Regression] ICE: Segmentation fault (in lookup_name_real_1)
89257	Bad optimisation at -O3 with vector of pairs
88995	[8/9 Regression] internal compiler error: in lookup_template_class_1, at cp/pt.c:9471
89267	[8 Regression] FAIL: g++.dg/cpp1z/constexpr-lambda8.C (test for excess errors)
88977	__builtin_is_constant_evaluated() as function template argument causes substitution failure
89320	[9 regression] r268774 caused: FAIL: gnat.dg/vect5.adb
88699	[9 Regression] tree check fail: expected function_decl, have using_decl in add_method, at cp/class.c:1137
89297	[9 Regression] ICE: unexpected expression 'id' of kind overload
89300	C++ requires statement does not fail silently for const void *
89036	[8 Regression] ICE if destructor has a requires
89217	[9 Regression] ICE tree check: expected constructor, have error_mark in split_nonconstant_init_1
89315	[9 Regression] Cannot convert to std::initializer_list - fails with gcc9 works with gcc8
89356	[9 Regression] sorry, unimplemented: mangling implicit_conv_expr in nodejs8 package since r268321
88680	[9 Regression] bogus -Wtype-limits for constant expressions after r267272
89391	[9 Regression] ICE in build_target_expr_with_type, at cp/tree.c:795
89387	[9 Regression] ICE in maybe_generic_this_capture at gcc/cp/lambda.c:945 since r268851
89429	ICE with __func__
89420	[9 Regression] ICE: unexpected expression 'int()' of kind cast_expr
89390	[9 Regression] ICE in get_string, at spellcheck-tree.h:46
89419	[8/9 Regression] ICE in is_normal_capture_proxy starting with r253601
89439	[7/8/9 Regression] ICE in make_ssa_name_fn, at tree-ssanames.c:268
89486	GCC fails to compile designated initializer use involving implicit conversion
89481	constexpr function allows writing one active union member and reading another
89212	[8 Regression] ICE in fold_convert_loc at fold-const.c:2552
89507	[9 Regression] bogus "size of array exceeds maximum object size"
89488	[9 Regression] ICE in merge_exception_specifiers, at cp/typeck2.c:2395
88987	[9 Regression] ICE: unexpected expression '(bool)sm' of kind implicit_conv_expr
89513	constexpr functions with function try block shouldn't be accepted at least with -pedantic in -std=c++{11,14,17} modes
89532	[9 Regression] internal compiler error: in type_has_nontrivial_copy_init, at cp/tree.c:4024
89537	missing location for error
89548	reinterpret_cast treats xvalue as prvalue
89568	constexpr functions are implicitly noexcept
89589	[8.3 regression] "asm volatile (" leads to "expected '(' before 'volatile'"
89619	g++ does not terminate
89622	G++ prints notes, but no warning or error
89599	C-style function-pointer-to-void* cast is handled inconsistently
89633	Inner class cannot pass a lambda to a template function in outer class
89648	[9 Regression] rejects-valid error starting with r268850
89383	[9 Regression] libcpp/line-map.c:748:15: runtime error: shift exponent 32 is too large for 32-bit type 'unsigned int'
89244	__builtin_is_constant_evaluated not documented
88979	[C++20] P0634R3 not working for constructor parameter types
89686	Lambda pack capture with pack on both sides
89660	[9 Regression] Rejects-valid error with -Wredundant-move starting with r269427
89652	[9 Regression] ICE during constexpr evaluation
89718	_Pragma GCC diagnostic ignored inside macro
